taxlevel	rankID	taxon	daughterlevels	total	01_dcm_SernOcean	02_surface_SernOcean	03_meso_SPacific	04_surface_NAtlantic	05_dcm_SPacific	06_surface_SPacific
6	0.2.15.2.5.1.1	Candidatus_Planktomarina_(DC5-80-3_lineage)	0	125	61	59	0	5	0	0
6	0.2.15.2.5.1.2	Citreicella	0	3	0	0	3	0	0	0
6	0.2.15.2.5.1.3	Labrenzia	0	1	0	0	0	0	1	0
6	0.2.15.2.5.1.4	Loktanella	0	1	0	1	0	0	0	0
6	0.2.15.2.5.1.5	Marivita	0	1	0	0	1	0	0	0
6	0.2.15.2.5.1.6	Oceanicola	0	5	0	0	1	1	1	2
6	0.2.15.2.5.1.7	Paracoccus	0	10	0	0	6	0	3	1
6	0.2.15.2.5.1.8	Phaeobacter	0	3	1	2	0	0	0	0
6	0.2.15.2.5.1.9	Pontibaca	0	1	1	0	0	0	0	0
6	0.2.15.2.5.1.10	Rhodobaca	0	1	0	0	0	1	0	0
6	0.2.15.2.5.1.11	Roseobacter_clade_NAC11-7_lineage	0	33	12	19	0	2	0	0
6	0.2.15.2.5.1.12	Roseobacter_clade_OCT_lineage	0	22	3	9	0	6	0	4
6	0.2.15.2.5.1.13	Roseovarius	0	13	0	0	2	6	1	4
6	0.2.15.2.5.1.14	Ruegeria	0	19	4	4	3	4	0	4
6	0.2.15.2.5.1.15	Stappia	0	3	0	0	0	0	0	3
6	0.2.15.2.5.1.16	Sulfitobacter	0	7	0	1	0	2	2	2
6	0.2.15.2.5.1.17	Thalassobius	0	6	0	0	0	3	0	3
6	0.2.15.2.5.1.18	unclassified	0	657	105	135	57	185	48	127
4	0.2.15.2.6	Rhodospirillales	3	68	1	1	34	10	11	11
5	0.2.15.2.6.1	Acetobacteraceae	2	2	0	0	0	1	0	1
6	0.2.15.2.6.1.1	Acetobacter	0	1	0	0	0	1	0	0
6	0.2.15.2.6.1.2	Stella	0	1	0	0	0	0	0	1
5	0.2.15.2.6.2	Rhodospirillaceae	4	42	1	1	25	4	6	5
6	0.2.15.2.6.2.1	Defluviicoccus	0	4	0	0	4	0	0	0
6	0.2.15.2.6.2.2	Magnetospira	0	10	0	1	0	4	5	0
6	0.2.15.2.6.2.3	Thalassospira	0	24	0	0	19	0	1	4
6	0.2.15.2.6.2.4	unclassified	0	4	1	0	2	0	0	1
5	0.2.15.2.6.3	Rhodospirillales_unclassified	1	24	0	0	9	5	5	5
6	0.2.15.2.6.3.1	unclassified	0	24	0	0	9	5	5	5
4	0.2.15.2.7	Rickettsiales	5	335	21	4	49	52	44	165
5	0.2.15.2.7.1	Rickettsiales_Incertae_Sedis	1	2	0	0	0	1	0	1
6	0.2.15.2.7.1.1	Candidatus_Odyssella	0	2	0	0	0	1	0	1
5	0.2.15.2.7.2	Rickettsiales_unclassified	1	29	0	0	7	10	4	8
6	0.2.15.2.7.2.1	unclassified	0	29	0	0	7	10	4	8
5	0.2.15.2.7.3	S25-593	1	122	0	0	19	9	28	66
6	0.2.15.2.7.3.1	unclassified	0	122	0	0	19	9	28	66
5	0.2.15.2.7.4	SAR116_clade	1	176	21	4	17	32	12	90
6	0.2.15.2.7.4.1	unclassified	0	176	21	4	17	32	12	90
5	0.2.15.2.7.5	mitochondria	1	6	0	0	6	0	0	0
6	0.2.15.2.7.5.1	unclassified	0	6	0	0	6	0	0	0
4	0.2.15.2.8	SAR11_clade	6	13665	1641	2551	1504	2692	2396	2881
5	0.2.15.2.8.1	Chesapeake-Delaware_Bay	1	41	18	10	2	1	5	5
6	0.2.15.2.8.1.1	unclassified	0	41	18	10	2	1	5	5
5	0.2.15.2.8.2	Deep_1	1	601	10	9	367	84	121	10
6	0.2.15.2.8.2.1	unclassified	0	601	10	9	367	84	121	10
5	0.2.15.2.8.3	SAR11_clade_unclassified	1	2214	117	130	470	379	692	426
6	0.2.15.2.8.3.1	unclassified	0	2214	117	130	470	379	692	426
5	0.2.15.2.8.4	Surface_1	2	9898	1466	2386	607	2032	1344	2063
6	0.2.15.2.8.4.1	Candidatus_Pelagibacter	0	5759	1378	2237	213	890	395	646
6	0.2.15.2.8.4.2	unclassified	0	4139	88	149	394	1142	949	1417
5	0.2.15.2.8.5	Surface_2	1	843	29	16	54	193	200	351
6	0.2.15.2.8.5.1	unclassified	0	843	29	16	54	193	200	351
5	0.2.15.2.8.6	Surface_3	1	68	1	0	4	3	34	26
6	0.2.15.2.8.6.1	unclassified	0	68	1	0	4	3	34	26
4	0.2.15.2.9	Sphingomonadales	3	406	1	0	338	6	59	2
5	0.2.15.2.9.1	Erythrobacteraceae	5	297	1	0	243	4	47	2
6	0.2.15.2.9.1.1	Altererythrobacter	0	2	0	0	1	0	1	0
6	0.2.15.2.9.1.2	Croceicoccus	0	4	0	0	4	0	0	0
6	0.2.15.2.9.1.3	Erythrobacter	0	232	1	0	187	3	40	1
6	0.2.15.2.9.1.4	Porphyrobacter	0	10	0	0	9	0	1	0
6	0.2.15.2.9.1.5	unclassified	0	49	0	0	42	1	5	1
5	0.2.15.2.9.2	Sphingomonadaceae	7	65	0	0	60	0	5	0
6	0.2.15.2.9.2.1	Blastomonas	0	1	0	0	1	0	0	0
6	0.2.15.2.9.2.2	Novosphingobium	0	1	0	0	1	0	0	0
6	0.2.15.2.9.2.3	Sphingobium	0	21	0	0	20	0	1	0
6	0.2.15.2.9.2.4	Sphingomonas	0	1	0	0	1	0	0	0
6	0.2.15.2.9.2.5	Sphingopyxis	0	6	0	0	6	0	0	0
6	0.2.15.2.9.2.6	Stakelama	0	3	0	0	2	0	1	0
6	0.2.15.2.9.2.7	unclassified	0	32	0	0	29	0	3	0
5	0.2.15.2.9.3	Sphingomonadales_unclassified	1	44	0	0	35	2	7	0
6	0.2.15.2.9.3.1	unclassified	0	44	0	0	35	2	7	0
3	0.2.15.3	Betaproteobacteria	3	174	63	43	6	48	1	13
4	0.2.15.3.1	Betaproteobacteria_unclassified	1	73	24	15	3	20	1	10
5	0.2.15.3.1.1	Betaproteobacteria_unclassified	1	73	24	15	3	20	1	10
6	0.2.15.3.1.1.1	unclassified	0	73	24	15	3	20	1	10
4	0.2.15.3.2	Burkholderiales	5	9	1	2	3	0	0	3
5	0.2.15.3.2.1	Alcaligenaceae	1	2	0	2	0	0	0	0
6	0.2.15.3.2.1.1	unclassified	0	2	0	2	0	0	0	0
5	0.2.15.3.2.2	Burkholderiaceae	2	2	0	0	1	0	0	1
6	0.2.15.3.2.2.1	Limnobacter	0	1	0	0	0	0	0	1
6	0.2.15.3.2.2.2	unclassified	0	1	0	0	1	0	0	0
5	0.2.15.3.2.3	Burkholderiales_unclassified	1	2	0	0	0	0	0	2
6	0.2.15.3.2.3.1	unclassified	0	2	0	0	0	0	0	2
5	0.2.15.3.2.4	Comamonadaceae	1	2	0	0	2	0	0	0
6	0.2.15.3.2.4.1	unclassified	0	2	0	0	2	0	0	0
5	0.2.15.3.2.5	Oxalobacteraceae	1	1	1	0	0	0	0	0
6	0.2.15.3.2.5.1	unclassified	0	1	1	0	0	0	0	0
4	0.2.15.3.3	Methylophilales	1	92	38	26	0	28	0	0
5	0.2.15.3.3.1	Methylophilaceae	4	92	38	26	0	28	0	0
6	0.2.15.3.3.1.1	LD28_freshwater_group	0	3	3	0	0	0	0	0
6	0.2.15.3.3.1.2	Methylotenera	0	3	1	1	0	1	0	0
6	0.2.15.3.3.1.3	OM43_clade	0	53	21	17	0	15	0	0
6	0.2.15.3.3.1.4	unclassified	0	33	13	8	0	12	0	0
3	0.2.15.4	Deltaproteobacteria	8	908	36	0	686	50	111	25
4	0.2.15.4.1	Bdellovibrionales	2	34	0	0	6	3	15	10
5	0.2.15.4.1.1	Bacteriovoracaceae	3	11	0	0	1	1	8	1
6	0.2.15.4.1.1.1	Bacteriovorax	0	4	0	0	0	0	4	0
6	0.2.15.4.1.1.2	Peredibacter	0	3	0	0	0	0	2	1
6	0.2.15.4.1.1.3	unclassified	0	4	0	0	1	1	2	0
5	0.2.15.4.1.2	Bdellovibrionaceae	1	23	0	0	5	2	7	9
6	0.2.15.4.1.2.1	OM27_clade	0	23	0	0	5	2	7	9
4	0.2.15.4.2	Deltaproteobacteria_unclassified	1	68	3	0	38	4	20	3
5	0.2.15.4.2.1	Deltaproteobacteria_unclassified	1	68	3	0	38	4	20	3
6	0.2.15.4.2.1.1	unclassified	0	68	3	0	38	4	20	3
4	0.2.15.4.3	Desulfobacterales	3	121	0	0	114	6	0	1
5	0.2.15.4.3.1	Desulfobacterales_unclassified	1	1	0	0	1	0	0	0
6	0.2.15.4.3.1.1	unclassified	0	1	0	0	1	0	0	0
5	0.2.15.4.3.2	Desulfobulbaceae	1	2	0	0	0	1	0	1
6	0.2.15.4.3.2.1	unclassified	0	2	0	0	0	1	0	1
5	0.2.15.4.3.3	Nitrospinaceae	2	118	0	0	113	5	0	0
6	0.2.15.4.3.3.1	Nitrospina	0	117	0	0	112	5	0	0
6	0.2.15.4.3.3.2	unclassified	0	1	0	0	1	0	0	0
4	0.2.15.4.4	Desulfovibrionales	2	3	0	0	1	0	0	2
5	0.2.15.4.4.1	Desulfovibrionaceae	1	1	0	0	0	0	0	1
6	0.2.15.4.4.1.1	Desulfovibrio	0	1	0	0	0	0	0	1
5	0.2.15.4.4.2	Desulfovibrionales_unclassified	1	2	0	0	1	0	0	1
6	0.2.15.4.4.2.1	unclassified	0	2	0	0	1	0	0	1
4	0.2.15.4.5	Desulfuromonadales	2	4	0	0	1	0	2	1
5	0.2.15.4.5.1	Desulfuromonadales_unclassified	1	1	0	0	0	0	1	0
6	0.2.15.4.5.1.1	unclassified	0	1	0	0	0	0	1	0
5	0.2.15.4.5.2	GR-WP33-58	1	3	0	0	1	0	1	1
6	0.2.15.4.5.2.1	unclassified	0	3	0	0	1	0	1	1
4	0.2.15.4.6	Myxococcales	3	8	0	0	0	1	6	1
5	0.2.15.4.6.1	0319-6G20	1	3	0	0	0	1	2	0
6	0.2.15.4.6.1.1	unclassified	0	3	0	0	0	1	2	0
5	0.2.15.4.6.2	Myxococcales_unclassified	1	2	0	0	0	0	1	1
6	0.2.15.4.6.2.1	unclassified	0	2	0	0	0	0	1	1
5	0.2.15.4.6.3	Sandaracinaceae	2	3	0	0	0	0	3	0
6	0.2.15.4.6.3.1	Sandaracinus	0	2	0	0	0	0	2	0
6	0.2.15.4.6.3.2	unclassified	0	1	0	0	0	0	1	0
4	0.2.15.4.7	SAR324_clade(Marine_group_B)	1	663	33	0	520	36	67	7
5	0.2.15.4.7.1	SAR324_clade(Marine_group_B)_unclassified	1	663	33	0	520	36	67	7
6	0.2.15.4.7.1.1	unclassified	0	663	33	0	520	36	67	7
4	0.2.15.4.8	Sh765B-TzT-29	1	7	0	0	6	0	1	0
5	0.2.15.4.8.1	Sh765B-TzT-29_unclassified	1	7	0	0	6	0	1	0
6	0.2.15.4.8.1.1	unclassified	0	7	0	0	6	0	1	0
3	0.2.15.5	Epsilonproteobacteria	1	2	1	0	1	0	0	0
4	0.2.15.5.1	Campylobacterales	2	2	1	0	1	0	0	0
5	0.2.15.5.1.1	Campylobacteraceae	1	1	1	0	0	0	0	0
6	0.2.15.5.1.1.1	Arcobacter	0	1	1	0	0	0	0	0
5	0.2.15.5.1.2	Campylobacterales_unclassified	1	1	0	0	1	0	0	0
6	0.2.15.5.1.2.1	unclassified	0	1	0	0	1	0	0	0
3	0.2.15.6	Gammaproteobacteria	16	11425	3271	2892	1114	867	2307	974
4	0.2.15.6.1	Aeromonadales	1	52	30	20	0	0	2	0
5	0.2.15.6.1.1	Aeromonadaceae	2	52	30	20	0	0	2	0
6	0.2.15.6.1.1.1	Aeromonas	0	50	28	20	0	0	2	0
6	0.2.15.6.1.1.2	unclassified	0	2	2	0	0	0	0	0
4	0.2.15.6.2	Alteromonadales	6	3031	599	936	115	7	1304	70
5	0.2.15.6.2.1	Alteromonadaceae	8	2384	583	915	101	5	718	62
6	0.2.15.6.2.1.1	Aestuariibacter	0	29	0	0	2	0	24	3
6	0.2.15.6.2.1.2	Alteromonas	0	597	1	2	56	0	511	27
6	0.2.15.6.2.1.3	Chromatocurvus	0	2	0	0	0	0	2	0
6	0.2.15.6.2.1.4	Glaciecola	0	8	2	0	1	0	5	0
6	0.2.15.6.2.1.5	Marinobacter	0	29	1	0	13	1	11	3
6	0.2.15.6.2.1.6	OM60(NOR5)_clade	0	7	4	2	1	0	0	0
6	0.2.15.6.2.1.7	SAR92_clade	0	1353	533	816	2	0	0	2
6	0.2.15.6.2.1.8	unclassified	0	359	42	95	26	4	165	27
5	0.2.15.6.2.2	Alteromonadales_unclassified	1	115	12	20	5	1	75	2
6	0.2.15.6.2.2.1	unclassified	0	115	12	20	5	1	75	2
5	0.2.15.6.2.3	Colwelliaceae	1	1	0	0	0	0	1	0
6	0.2.15.6.2.3.1	Colwellia	0	1	0	0	0	0	1	0
5	0.2.15.6.2.4	Ferrimonadaceae	2	2	0	0	0	0	1	1
6	0.2.15.6.2.4.1	Paraferrimonas	0	1	0	0	0	0	1	0
6	0.2.15.6.2.4.2	unclassified	0	1	0	0	0	0	0	1
5	0.2.15.6.2.5	Idiomarinaceae	1	99	0	0	4	1	93	1
6	0.2.15.6.2.5.1	Idiomarina	0	99	0	0	4	1	93	1
5	0.2.15.6.2.6	Pseudoalteromonadaceae	2	430	4	1	5	0	416	4
6	0.2.15.6.2.6.1	Pseudoalteromonas	0	413	4	1	5	0	399	4
6	0.2.15.6.2.6.2	unclassified	0	17	0	0	0	0	17	0
4	0.2.15.6.3	BD7-8_marine_group	1	1	1	0	0	0	0	0
5	0.2.15.6.3.1	BD7-8_marine_group_unclassified	1	1	1	0	0	0	0	0
6	0.2.15.6.3.1.1	unclassified	0	1	1	0	0	0	0	0
4	0.2.15.6.4	Chromatiales	2	3	0	0	2	0	1	0
5	0.2.15.6.4.1	Chromatiales_unclassified	1	2	0	0	2	0	0	0
6	0.2.15.6.4.1.1	unclassified	0	2	0	0	2	0	0	0
5	0.2.15.6.4.2	Ectothiorhodospiraceae	1	1	0	0	0	0	1	0
6	0.2.15.6.4.2.1	Acidiferrobacter	0	1	0	0	0	0	1	0
4	0.2.15.6.5	Enterobacteriales	1	13	0	4	3	1	4	1
5	0.2.15.6.5.1	Enterobacteriaceae	3	13	0	4	3	1	4	1
6	0.2.15.6.5.1.1	Salmonella	0	1	0	0	0	0	1	0
6	0.2.15.6.5.1.2	Yersinia	0	2	0	2	0	0	0	0
6	0.2.15.6.5.1.3	unclassified	0	10	0	2	3	1	3	1
4	0.2.15.6.6	Gammaproteobacteria_Incertae_Sedis	1	6	0	0	6	0	0	0
5	0.2.15.6.6.1	Unknown_Family	2	6	0	0	6	0	0	0
6	0.2.15.6.6.1.1	Arenicella	0	3	0	0	3	0	0	0
6	0.2.15.6.6.1.2	unclassified	0	3	0	0	3	0	0	0
4	0.2.15.6.7	Gammaproteobacteria_unclassified	1	2419	536	480	417	217	521	248
5	0.2.15.6.7.1	Gammaproteobacteria_unclassified	1	2419	536	480	417	217	521	248
6	0.2.15.6.7.1.1	unclassified	0	2419	536	480	417	217	521	248
4	0.2.15.6.8	KI89A_clade	1	54	1	1	8	4	5	35
5	0.2.15.6.8.1	KI89A_clade_unclassified	1	54	1	1	8	4	5	35
6	0.2.15.6.8.1.1	unclassified	0	54	1	1	8	4	5	35
4	0.2.15.6.9	Legionellales	2	7	0	0	3	2	1	1
5	0.2.15.6.9.1	Coxiellaceae	1	3	0	0	0	1	1	1
6	0.2.15.6.9.1.1	Coxiella	0	3	0	0	0	1	1	1
5	0.2.15.6.9.2	Legionellaceae	1	4	0	0	3	1	0	0
6	0.2.15.6.9.2.1	Legionella	0	4	0	0	3	1	0	0
4	0.2.15.6.10	Oceanospirillales	11	5399	1908	1352	503	606	441	589
5	0.2.15.6.10.1	Alcanivoracaceae	1	19	0	0	12	0	6	1
6	0.2.15.6.10.1.1	Alcanivorax	0	19	0	0	12	0	6	1
5	0.2.15.6.10.2	GSP65	1	1	0	0	1	0	0	0
6	0.2.15.6.10.2.1	unclassified	0	1	0	0	1	0	0	0
5	0.2.15.6.10.3	Halomonadaceae	6	304	1	0	126	0	171	6
6	0.2.15.6.10.3.1	Chromohalobacter	0	27	0	0	15	0	11	1
6	0.2.15.6.10.3.2	Halomonas	0	106	1	0	44	0	60	1
6	0.2.15.6.10.3.3	Kushneria	0	1	0	0	0	0	1	0
6	0.2.15.6.10.3.4	Salicola	0	6	0	0	6	0	0	0
6	0.2.15.6.10.3.5	Salinicola	0	35	0	0	24	0	9	2
6	0.2.15.6.10.3.6	unclassified	0	129	0	0	37	0	90	2
5	0.2.15.6.10.4	Litoricolaceae	1	5	0	0	2	0	0	3
6	0.2.15.6.10.4.1	Litoricola	0	5	0	0	2	0	0	3
5	0.2.15.6.10.5	OM182_clade	1	10	5	0	2	0	1	2
6	0.2.15.6.10.5.1	unclassified	0	10	5	0	2	0	1	2
5	0.2.15.6.10.6	Oceanospirillaceae	5	1059	606	421	11	8	8	5
6	0.2.15.6.10.6.1	Balneatrix	0	931	544	387	0	0	0	0
6	0.2.15.6.10.6.2	Marinobacterium	0	4	0	0	0	0	4	0
6	0.2.15.6.10.6.3	Oleibacter	0	6	0	0	3	0	1	2
6	0.2.15.6.10.6.4	Pseudospirillum	0	44	25	1	7	8	1	2
6	0.2.15.6.10.6.5	unclassified	0	74	37	33	1	0	2	1
5	0.2.15.6.10.7	Oceanospirillales_unclassified	1	537	174	138	68	39	98	20
6	0.2.15.6.10.7.1	unclassified	0	537	174	138	68	39	98	20
5	0.2.15.6.10.8	SAR86_clade	1	2003	377	344	85	488	157	552
6	0.2.15.6.10.8.1	unclassified	0	2003	377	344	85	488	157	552
5	0.2.15.6.10.9	SUP05_cluster	1	4	2	2	0	0	0	0
6	0.2.15.6.10.9.1	unclassified	0	4	2	2	0	0	0	0
5	0.2.15.6.10.10	ZA2525c	1	1	0	1	0	0	0	0
6	0.2.15.6.10.10.1	unclassified	0	1	0	1	0	0	0	0
5	0.2.15.6.10.11	ZD0405	1	1456	743	446	196	71	0	0
6	0.2.15.6.10.11.1	unclassified	0	1456	743	446	196	71	0	0
4	0.2.15.6.11	Pasteurellales	1	1	0	0	0	0	1	0
5	0.2.15.6.11.1	Pasteurellaceae	1	1	0	0	0	0	1	0
6	0.2.15.6.11.1.1	Mannheimia	0	1	0	0	0	0	1	0
4	0.2.15.6.12	Pseudomonadales	3	76	3	0	26	19	17	11
5	0.2.15.6.12.1	Moraxellaceae	1	18	1	0	0	17	0	0
6	0.2.15.6.12.1.1	Psychrobacter	0	18	1	0	0	17	0	0
5	0.2.15.6.12.2	Pseudomonadaceae	2	56	2	0	25	2	17	10
6	0.2.15.6.12.2.1	Pseudomonas	0	48	1	0	24	2	15	6
6	0.2.15.6.12.2.2	unclassified	0	8	1	0	1	0	2	4
5	0.2.15.6.12.3	Pseudomonadales_unclassified	1	2	0	0	1	0	0	1
6	0.2.15.6.12.3.1	unclassified	0	2	0	0	1	0	0	1
4	0.2.15.6.13	Salinisphaerales	1	19	0	0	16	0	2	1
5	0.2.15.6.13.1	Salinisphaeraceae	1	19	0	0	16	0	2	1
6	0.2.15.6.13.1.1	Salinisphaera	0	19	0	0	16	0	2	1
4	0.2.15.6.14	Thiotrichales	2	289	191	97	1	0	0	0
5	0.2.15.6.14.1	Piscirickettsiaceae	4	284	188	95	1	0	0	0
6	0.2.15.6.14.1.1	Cycloclasticus	0	73	48	25	0	0	0	0
6	0.2.15.6.14.1.2	Marine_Methylotrophic_Group_3	0	109	75	34	0	0	0	0
6	0.2.15.6.14.1.3	Methylophaga	0	24	16	7	1	0	0	0
6	0.2.15.6.14.1.4	unclassified	0	78	49	29	0	0	0	0
5	0.2.15.6.14.2	Thiotrichales_unclassified	1	5	3	2	0	0	0	0
6	0.2.15.6.14.2.1	unclassified	0	5	3	2	0	0	0	0
4	0.2.15.6.15	Vibrionales	1	12	2	2	5	0	2	1
5	0.2.15.6.15.1	Vibrionaceae	3	12	2	2	5	0	2	1
6	0.2.15.6.15.1.1	Photobacterium	0	4	2	1	0	0	0	1
6	0.2.15.6.15.1.2	Vibrio	0	4	0	0	3	0	1	0
6	0.2.15.6.15.1.3	unclassified	0	4	0	1	2	0	1	0
4	0.2.15.6.16	Xanthomonadales	2	43	0	0	9	11	6	17
5	0.2.15.6.16.1	JTB255_marine_benthic_group	1	41	0	0	9	10	5	17
6	0.2.15.6.16.1.1	unclassified	0	41	0	0	9	10	5	17
5	0.2.15.6.16.2	Xanthomonadales_unclassified	1	2	0	0	0	1	1	0
6	0.2.15.6.16.2.1	unclassified	0	2	0	0	0	1	1	0
3	0.2.15.7	Proteobacteria_unclassified	1	2134	167	144	415	466	489	453
4	0.2.15.7.1	Proteobacteria_unclassified	1	2134	167	144	415	466	489	453
5	0.2.15.7.1.1	Proteobacteria_unclassified	1	2134	167	144	415	466	489	453
6	0.2.15.7.1.1.1	unclassified	0	2134	167	144	415	466	489	453
3	0.2.15.8	SPOTSOCT00m83	1	1	0	0	0	0	0	1
4	0.2.15.8.1	SPOTSOCT00m83_unclassified	1	1	0	0	0	0	0	1
5	0.2.15.8.1.1	SPOTSOCT00m83_unclassified	1	1	0	0	0	0	0	1
6	0.2.15.8.1.1.1	unclassified	0	1	0	0	0	0	0	1
2	0.2.16	Tenericutes	1	1	0	0	1	0	0	0
3	0.2.16.1	Mollicutes	1	1	0	0	1	0	0	0
4	0.2.16.1.1	Entomoplasmatales	1	1	0	0	1	0	0	0
5	0.2.16.1.1.1	Entomoplasmatales_unclassified	1	1	0	0	1	0	0	0
6	0.2.16.1.1.1.1	unclassified	0	1	0	0	1	0	0	0
2	0.2.17	Verrucomicrobia	4	166	0	0	65	36	27	38
3	0.2.17.1	Arctic97B-4_marine_group	1	89	0	0	42	22	15	10
4	0.2.17.1.1	Arctic97B-4_marine_group_unclassified	1	89	0	0	42	22	15	10
5	0.2.17.1.1.1	Arctic97B-4_marine_group_unclassified	1	89	0	0	42	22	15	10
6	0.2.17.1.1.1.1	unclassified	0	89	0	0	42	22	15	10
3	0.2.17.2	Opitutae	2	20	0	0	8	1	0	11
4	0.2.17.2.1	Opitutae_unclassified	1	11	0	0	6	0	0	5
5	0.2.17.2.1.1	Opitutae_unclassified	1	11	0	0	6	0	0	5
6	0.2.17.2.1.1.1	unclassified	0	11	0	0	6	0	0	5
4	0.2.17.2.2	Puniceicoccales	1	9	0	0	2	1	0	6
5	0.2.17.2.2.1	Puniceicoccaceae	3	9	0	0	2	1	0	6
6	0.2.17.2.2.1.1	Pelagicoccus	0	3	0	0	0	0	0	3
6	0.2.17.2.2.1.2	Puniceicoccus	0	4	0	0	2	0	0	2
6	0.2.17.2.2.1.3	unclassified	0	2	0	0	0	1	0	1
3	0.2.17.3	Verrucomicrobia_unclassified	1	37	0	0	11	6	8	12
4	0.2.17.3.1	Verrucomicrobia_unclassified	1	37	0	0	11	6	8	12
5	0.2.17.3.1.1	Verrucomicrobia_unclassified	1	37	0	0	11	6	8	12
6	0.2.17.3.1.1.1	unclassified	0	37	0	0	11	6	8	12
3	0.2.17.4	Verrucomicrobiae	1	20	0	0	4	7	4	5
4	0.2.17.4.1	Verrucomicrobiales	4	20	0	0	4	7	4	5
5	0.2.17.4.1.1	DEV007	1	2	0	0	1	0	0	1
6	0.2.17.4.1.1.1	unclassified	0	2	0	0	1	0	0	1
5	0.2.17.4.1.2	Rubritaleaceae	1	2	0	0	0	0	1	1
6	0.2.17.4.1.2.1	Rubritalea	0	2	0	0	0	0	1	1
5	0.2.17.4.1.3	Verrucomicrobiaceae	1	4	0	0	1	2	0	1
6	0.2.17.4.1.3.1	unclassified	0	4	0	0	1	2	0	1
5	0.2.17.4.1.4	Verrucomicrobiales_unclassified	1	12	0	0	2	5	3	2
6	0.2.17.4.1.4.1	unclassified	0	12	0	0	2	5	3	2
1	0.3	Eukaryota	7	2113	1075	408	180	167	178	105
2	0.3.1	Archaeplastida	2	32	12	6	2	6	5	1
3	0.3.1.1	Archaeplastida_unclassified	1	4	0	1	1	0	2	0
4	0.3.1.1.1	Archaeplastida_unclassified	1	4	0	1	1	0	2	0
5	0.3.1.1.1.1	Archaeplastida_unclassified	1	4	0	1	1	0	2	0
6	0.3.1.1.1.1.1	unclassified	0	4	0	1	1	0	2	0
3	0.3.1.2	Chloroplastida	3	28	12	5	1	6	3	1
4	0.3.1.2.1	Charophyta	1	19	12	4	0	0	2	1
5	0.3.1.2.1.1	Phragmoplastophyta	1	19	12	4	0	0	2	1
6	0.3.1.2.1.1.1	Streptophyta	0	19	12	4	0	0	2	1
4	0.3.1.2.2	Chlorophyta	2	6	0	0	0	5	1	0
5	0.3.1.2.2.1	Chlorophyta_unclassified	1	4	0	0	0	3	1	0
6	0.3.1.2.2.1.1	unclassified	0	4	0	0	0	3	1	0
5	0.3.1.2.2.2	Prasinophytae	1	2	0	0	0	2	0	0
6	0.3.1.2.2.2.1	unclassified	0	2	0	0	0	2	0	0
4	0.3.1.2.3	Chloroplastida_unclassified	1	3	0	1	1	1	0	0
5	0.3.1.2.3.1	Chloroplastida_unclassified	1	3	0	1	1	1	0	0
6	0.3.1.2.3.1.1	unclassified	0	3	0	1	1	1	0	0
2	0.3.2	Cryptophyceae	1	2	1	0	0	1	0	0
3	0.3.2.1	Cryptomonadales	2	2	1	0	0	1	0	0
4	0.3.2.1.1	Chroomonas	1	1	0	0	0	1	0	0
5	0.3.2.1.1.1	Chroomonas_unclassified	1	1	0	0	0	1	0	0
6	0.3.2.1.1.1.1	unclassified	0	1	0	0	0	1	0	0
4	0.3.2.1.2	Cryptomonadales_unclassified	1	1	1	0	0	0	0	0
5	0.3.2.1.2.1	Cryptomonadales_unclassified	1	1	1	0	0	0	0	0
6	0.3.2.1.2.1.1	unclassified	0	1	1	0	0	0	0	0
2	0.3.3	Eukaryota_unclassified	1	920	335	177	142	84	133	49
3	0.3.3.1	Eukaryota_unclassified	1	920	335	177	142	84	133	49
4	0.3.3.1.1	Eukaryota_unclassified	1	920	335	177	142	84	133	49
5	0.3.3.1.1.1	Eukaryota_unclassified	1	920	335	177	142	84	133	49
6	0.3.3.1.1.1.1	unclassified	0	920	335	177	142	84	133	49
2	0.3.4	Excavata	1	1	0	0	0	0	0	1
3	0.3.4.1	Discoba	1	1	0	0	0	0	0	1
4	0.3.4.1.1	Discicristata	1	1	0	0	0	0	0	1
5	0.3.4.1.1.1	Euglenozoa	1	1	0	0	0	0	0	1
6	0.3.4.1.1.1.1	Kinetoplastea	0	1	0	0	0	0	0	1
2	0.3.5	Haptophyta	1	769	617	124	2	7	6	13
3	0.3.5.1	Prymnesiophyceae	3	769	617	124	2	7	6	13
4	0.3.5.1.1	Phaeocystis	1	384	323	54	0	1	1	5
5	0.3.5.1.1.1	Phaeocystis_unclassified	1	384	323	54	0	1	1	5
6	0.3.5.1.1.1.1	unclassified	0	384	323	54	0	1	1	5
4	0.3.5.1.2	Prymnesiales	3	132	100	17	1	6	3	5
5	0.3.5.1.2.1	Chrysochromulina	1	8	0	0	0	5	0	3
6	0.3.5.1.2.1.1	unclassified	0	8	0	0	0	5	0	3
5	0.3.5.1.2.2	Prymnesiales_unclassified	1	29	18	5	0	1	3	2
6	0.3.5.1.2.2.1	unclassified	0	29	18	5	0	1	3	2
5	0.3.5.1.2.3	Prymnesium	1	95	82	12	1	0	0	0
6	0.3.5.1.2.3.1	unclassified	0	95	82	12	1	0	0	0
4	0.3.5.1.3	Prymnesiophyceae_unclassified	1	253	194	53	1	0	2	3
5	0.3.5.1.3.1	Prymnesiophyceae_unclassified	1	253	194	53	1	0	2	3
6	0.3.5.1.3.1.1	unclassified	0	253	194	53	1	0	2	3
2	0.3.6	Opisthokonta	3	52	10	4	7	17	8	6
